Simga,Rajim,Rampur,Andhiyarkhore,Ghatora,Bamnidhi,Kurubhata,Kelo,Sundargarh,Paramanpur,Basantpur,Hirakud,Mean_areal_rainfall_upper
78.83,27.424,4.568,4.494,104.022,73.01,127.1,8.666,55.572,0.0,406.2,538.958,1.8523582278481012
73.82,23.34,3.626,5.48,91.655,70.23,103.0,9.636,53.622,0.0,304.5,498.375,2.402546202531646
63.16,23.034,3.469,10.281,133.029,125.58,90.0,9.064,125.722,0.0,309.9,452.072,2.854491139240507
52.14,21.602,3.34,7.135,170.0,83.72,80.08,15.32,202.7,0.0,320.3,591.152,3.850520886075951
45.04,19.614,3.237,3.235,71.795,74.06,67.38,10.68,168.524,0.0,347.2,692.707,1.3999189873417723
44.56,20.0,3.0,3.0,180.0,76.74,69.07,10.0,125.0,0.0,260.0,674.611,1.372390506329114
46.27,45.771,2.733,2.996,150.0,179.0,63.26,23.76,124.9,0.0,348.5,526.554,8.025312025316456
0.44,0.0,0.0,0.182,0.414,24.03,91.29,0.0,0.063,0.0,23.79,0.0,0.12855759493670887
0.394,0.0,0.0,0.171,0.46,26.88,98.61,0.0,0.063,0.0,23.12,0.0,0.01305759493670886
0.443,0.0,0.0,0.168,0.482,24.84,80.0,0.0,0.023,0.0,22.6,0.0,0.002407594936708861
0.313,0.0,0.0,0.17,0.471,24.66,101.4,0.0,0.021,0.0,21.94,0.0,0.12956898734177213
0.306,0.0,0.0,0.173,0.383,24.08,0.0,0.0,0.021,0.0,21.45,0.0,0.17686645569620252
0.35,0.0,0.0,0.17,0.434,22.56,0.0,0.0,0.0,0.0,18.85,0.0,0.05756455696202533
0.709,0.0,0.0,0.177,0.381,23.79,0.0,0.0,0.0,0.0,18.22,0.0,0.39731392405063287
0.705,0.0,0.0,0.177,0.355,21.95,0.0,0.0,0.0,0.0,18.22,0.0,0.18336582278481012
0.666,0.0,0.0,0.179,0.35,21.81,0.0,0.0,0.0,0.0,17.86,0.0,1.0588867088607596
0.681,0.0,0.0,0.179,0.312,23.59,0.0,0.0,0.0,0.0,17.55,0.0,0.2674202531645569
0.717,0.0,0.0,0.187,0.306,65.15,0.0,0.0,0.0,0.0,20.45,0.0,0.6159291139240506
0.97,0.0,0.0,0.201,0.287,24.62,0.0,0.0,0.0,0.0,17.92,0.0,2.213681645569621
0.732,0.0,0.0,0.668,0.296,37.33,0.0,0.0,0.0,0.0,25.1,0.0,5.172594936708862
2.8,0.0,0.0,0.668,0.308,43.23,0.0,0.0,0.0,0.0,24.34,0.0,3.1510120253164553
3.2,0.5,0.0,0.7,0.268,42.62,0.0,0.0,0.0,0.0,24.75,0.0,3.035984177215191
3.569,0.8,0.0,0.281,0.2,41.48,0.0,0.0,0.0,0.0,18.64,0.0,6.196040506329114
4.0,1.945,0.0,0.217,0.225,25.62,0.0,0.0,0.0,0.0,26.02,0.0,3.5048974683544314
4.437,1.115,0.0,0.214,0.3,50.8,0.0,0.0,0.064,0.0,20.78,0.0,3.366401898734177
4.0,1.014,0.0,0.22,0.282,60.26,0.0,0.0,3.699,0.0,21.6,0.0,3.8742594936708854
3.8,1.098,0.0,0.21,0.27,35.58,0.0,0.0,6.745,0.0,20.23,0.0,6.149865189873419
6.0,2.233,0.0,19.08,0.257,21.0,0.0,0.0,4.796,0.0,19.65,0.0,4.646848734177215
8.0,12.0,0.0,10.0,0.227,18.97,0.0,0.0,20.0,0.0,18.2,0.0,8.639192405063291
8.0,13.787,0.0,4.519,0.23,40.62,0.0,0.0,15.621,0.0,20.23,0.0,18.04418101265823
16.18,18.292,0.0,2.817,0.213,23.77,0.0,35.0,55.093,0.0,24.82,0.0,9.452045569620251
12.5,6.658,0.0,2.163,0.199,20.9,0.0,40.0,209.6,0.0,26.24,124.466,7.455791772151895
14.0,26.904,0.0,41.0,0.202,50.25,0.0,10.0,119.957,0.0,29.72,80.6554,14.157045569620253
13.0,17.005,0.0,40.0,0.197,85.87,5.34,2.846,101.97,0.0,34.9,318.996,13.260244936708864
11.0,12.902,10.44,15.906,0.112,109.49,63.1,30.202,143.0,0.0,172.9,532.954,28.43169430379745
10.0,12.8,25.0,7.2,0.105,114.0,62.41,50.187,455.0,0.0,250.0,433.608,20.18372025316455
15.0,9.046,5.554,4.317,0.1,116.4,74.05,100.0,552.832,0.0,365.5,738.727,8.340546202531646
15.55,6.172,5.679,3.24,0.157,133.1,38.1,38.53,253.46,0.0,292.26,2035.58,9.239109493670885
14.592,23.441,10.95,2.79,0.147,113.3,67.59,15.902,238.342,0.0,270.0,1748.11,12.390540506329112
29.17,54.26,22.32,13.681,0.111,117.6,155.0,15.971,350.192,0.0,279.63,1337.87,11.706741772151892
66.38,27.05,52.71,15.434,0.11,153.2,533.4,200.1,325.0,0.0,339.5,1075.08,13.87001012658228
43.24,23.087,20.8,14.167,0.108,201.3,210.2,35.46,264.0,0.0,808.7,1119.97,5.064096202531647
33.0,20.0,13.0,8.661,0.129,138.11,131.1,10.97,145.0,0.0,687.2,1050.5,4.272265189873417
28.81,15.768,10.52,5.625,0.12,96.75,121.1,5.721,75.272,0.0,475.0,936.316,3.731531645569621
23.21,14.439,9.887,2.878,0.163,108.3,281.8,6.289,175.382,0.0,400.0,900.661,4.328224683544304
17.14,6.327,7.902,2.428,0.118,97.55,120.7,5.006,86.507,0.0,271.3,431.88,4.3153810126582295
19.09,5.81,5.918,1.932,0.104,58.23,100.0,4.665,90.914,0.0,207.7,464.505,7.1324759493670875
16.3,4.275,5.726,1.832,0.169,112.43,56.39,43.96,434.235,0.0,192.57,423.809,2.8012405063291146
12.961,3.478,5.416,1.742,0.347,60.13,48.67,20.465,195.7,0.0,186.83,972.169,2.446003164556962
14.0,3.0,4.0,1.9,0.547,55.9,44.03,6.653,150.0,0.0,171.0,721.027,0.5734196202531645
9.375,2.591,2.853,1.514,0.3,46.31,80.1,4.683,109.513,0.0,166.74,554.647,3.3945177215189886
9.699,12.236,3.094,1.411,0.255,62.73,420.2,3.6,87.93,0.0,159.0,540.657,5.035301898734176
9.247,9.035,2.788,1.88,0.32,275.4,171.9,2.86,120.118,0.0,233.9,370.199,8.79843734177215
8.39,3.994,8.603,3.204,0.305,220.6,120.0,2.103,100.094,0.0,267.9,186.261,7.518023417721516
12.02,5.0,20.0,7.069,0.296,122.2,69.9,20.86,135.0,0.0,251.7,323.754,9.976851898734182
43.264,30.002,28.77,5.165,0.356,119.1,42.73,33.6,148.0,0.0,365.6,536.607,13.557017088607594
45.0,55.0,15.0,4.0,0.277,137.2,43.36,100.8,192.0,0.0,325.0,884.547,14.859935443037974
36.13,130.369,22.24,9.622,0.26,163.4,52.72,118.5,299.397,0.0,363.8,1276.35,18.57803797468354
43.11,132.8,79.47,13.689,0.244,202.4,100.0,83.71,312.7,0.0,642.6,1703.11,17.330881645569622
59.152,152.3,69.93,12.503,0.271,129.8,99.98,42.9,284.122,0.0,596.9,1691.78,23.438558227848095
60.9,200.8,942.7,7.553,0.324,400.0,160.0,40.68,250.26,0.0,1010.2,1749.75,40.41921645569622
576.91,294.8,376.3,42.357,0.249,500.9,152.0,120.1,364.439,0.0,3509.7,3623.97,16.76952151898734
980.72,147.1,185.7,64.41,0.251,220.6,237.4,55.99,239.855,0.0,2519.0,4737.4,2.171236075949369
500.0,95.0,100.0,28.5,1.5,132.0,93.03,35.0,150.0,0.0,2188.0,3197.7,1.2391734177215195
212.27,58.15,57.84,14.17,1.3,70.77,274.0,15.27,101.195,0.0,1229.0,2957.32,2.706634177215189
196.94,50.19,33.55,37.291,1.2,57.44,405.0,42.19,88.404,0.0,734.1,1659.92,22.395217721519007
3084.99,57.93,23.58,158.703,1.3,145.1,219.5,58.76,200.553,0.0,475.0,1009.24,28.84691898734176
2610.96,446.2,405.8,152.81,1.25,201.3,100.0,50.8,410.408,0.0,4355.0,1337.84,42.31690253164555
4727.0,398.5,891.5,70.99,1.1,609.4,90.1,210.9,559.2,0.0,6735.0,6874.48,24.050554430379748
3166.0,195.2,396.2,80.0,1.2,302.6,102.3,92.03,550.0,0.0,6294.0,9513.62,6.859546835443039
580.0,160.0,190.0,32.0,1.0,150.0,111.5,62.81,310.0,0.0,4349.0,7801.82,3.4235360759493667
697.2,172.7,154.4,31.345,1.5,144.3,242.4,29.19,278.862,0.0,2607.0,5662.58,20.867369620253164
484.0,295.7,255.1,22.753,1.3,142.3,650.1,45.5,439.6,0.0,2093.0,6957.35,13.81030822784811
400.2,183.3,231.6,17.88,3.497,143.4,450.2,91.87,402.783,0.0,2146.0,4653.49,29.441812025316445
232.0,159.3,200.6,13.249,1.9,375.9,276.0,70.56,1001.2,0.0,2110.0,5139.2,5.38316835443038
189.4,125.6,146.0,20.515,1.7,180.0,144.8,39.33,441.911,0.0,1504.0,4644.37,1.9636582278481014
142.5,85.92,87.74,12.131,2.72,105.2,142.0,8.87,243.219,0.0,999.9,2650.07,1.1711037974683547
100.0,75.25,60.0,10.0,18.011,87.0,140.2,1.802,195.0,0.0,637.2,1519.0,3.677360126582278
91.51,64.57,73.99,10.599,14.0,110.3,850.1,7.068,210.1,0.0,579.2,1489.86,8.735499367088615
127.52,84.32,59.61,9.862,35.0,106.6,391.7,44.8,296.79,0.0,559.0,1693.22,8.028195569620248
205.5,96.17,54.71,7.671,25.503,103.8,179.5,37.6,326.957,0.0,636.9,1496.54,6.410397468354429
135.03,56.57,44.67,6.86,20.195,80.27,140.0,49.78,233.314,0.0,795.7,1543.27,4.814272784810127
100.0,50.0,50.0,2.2,38.591,100.0,175.5,150.0,250.0,0.0,850.0,1586.34,12.324820886075951
67.47,42.22,50.98,2.549,148.0,85.25,155.2,105.06,398.903,0.0,765.8,1581.93,4.432686708860763
42.0,55.0,55.0,1.2,114.66,58.38,160.0,50.0,245.0,0.0,540.7,2187.01,12.660224050632912
102.9,183.3,173.6,1.159,45.0,200.4,122.2,150.0,191.4,0.0,775.4,2258.52,17.489480379746837
185.9,239.3,388.4,0.765,52.0,325.8,156.0,174.5,188.546,0.0,2089.0,2252.09,19.309550632911403
708.2,686.7,586.7,0.991,25.81,243.1,245.2,250.0,600.578,0.0,2902.0,4356.41,24.687508860759504
824.4,3766.4,1151.0,7.452,30.0,248.1,240.0,107.9,380.993,0.0,4862.0,6365.66,28.674563291139254
1577.0,6094.3,1875.0,10.906,13.47,353.4,237.4,222.0,365.212,0.0,7017.0,7246.13,39.0440101265823
4917.0,1206.8,1557.0,196.322,16.692,313.8,156.3,185.1,399.583,0.0,12324.0,10003.6,10.013227848101264
4150.0,580.0,550.0,90.0,12.902,256.6,144.2,120.0,424.877,0.0,7502.0,12938.6,3.024963291139241
924.2,352.5,226.7,52.0,6.0,128.0,158.3,56.12,233.135,0.0,5761.0,10516.0,0.9725556962025317
465.7,224.8,135.0,40.369,4.197,89.4,249.0,29.88,159.3,0.0,3000.0,6687.0,1.888641772151899
350.2,115.9,88.03,25.435,4.03,71.27,252.1,56.83,141.3,0.0,1523.0,3061.99,10.710593037974688
237.2,960.3,60.01,26.444,7.31,66.78,312.0,69.49,204.158,0.0,1129.0,2049.83,16.301778481012658
520.7,1362.4,823.0,31.333,55.0,145.0,210.0,79.71,210.4,0.0,1985.0,1270.89,28.85101518987343
924.0,971.0,2520.0,26.789,25.0,275.0,114.3,67.21,500.178,0.0,4000.0,3122.36,16.167344936708854
981.0,450.0,750.0,25.0,17.84,175.0,98.35,67.1,480.0,0.0,4926.0,7249.04,9.722925316455694
1006.0,316.0,320.0,20.542,17.0,400.1,94.06,103.0,742.012,0.0,3719.0,675.772,6.346570253164556
710.2,219.6,253.1,18.116,12.309,180.2,84.29,64.67,402.545,0.0,2927.0,4918.14,1.4634670886075944
477.6,169.8,197.7,16.087,27.403,110.5,107.2,60.27,289.197,0.0,2041.0,3323.15,1.0736974683544305
318.8,120.3,125.9,12.697,19.054,95.49,160.0,6.64,198.301,0.0,1619.0,2311.65,0.4943481012658228
227.9,84.55,97.2,7.99,110.27,81.72,777.2,7.167,152.323,0.0,1098.0,1808.63,1.6836348101265821
163.9,70.16,70.32,7.665,150.0,82.71,400.6,146.9,153.888,0.0,988.04,1339.88,12.542178481012657
260.0,105.0,68.0,10.0,88.12,376.0,276.6,150.0,289.0,0.0,1267.0,1714.97,18.41889746835444
214.3,107.9,150.0,8.114,52.0,427.6,132.8,200.1,600.066,0.0,1941.0,2731.44,16.271167088607587
259.3,102.2,150.7,8.837,26.0,814.3,101.13,1177.0,700.659,0.0,2424.0,4572.75,23.02484873417722
287.2,174.9,140.0,50.36,19.303,525.0,86.13,363.6,1306.0,0.0,3448.0,7779.42,10.688347468354426
256.3,169.2,165.0,34.847,14.685,406.3,160.0,304.5,777.4,0.0,2791.0,7239.02,9.424120886075949
293.9,155.5,250.0,33.423,82.0,200.0,449.0,150.4,500.7,0.0,2315.0,4907.6,9.309360126582275
272.8,158.0,240.0,34.799,232.24,126.8,1033.0,110.0,750.7,0.0,1976.0,3842.34,5.392606962025318
310.0,170.0,260.0,27.5,143.19,111.8,710.4,90.0,490.0,0.0,1851.0,3550.17,8.919379746835451
274.8,343.3,326.7,29.368,105.0,108.6,689.8,100.0,600.5,0.0,1930.0,3387.1,9.954808227848103
272.2,185.9,270.0,30.221,49.283,143.74,395.2,152.9,458.5,0.0,1825.0,3356.71,8.382320253164558
259.7,162.6,180.0,37.37,40.0,117.44,406.5,115.6,404.1,0.0,1727.0,3090.67,5.644703797468357
260.1,167.2,159.3,33.87,29.6,79.86,320.0,115.1,300.4,0.0,1465.0,2337.25,3.4255278481012654
240.5,138.9,104.7,30.919,90.19,89.12,359.7,116.9,318.1,0.0,1421.0,2731.78,2.4947316455696193
227.9,108.7,89.38,31.893,116.522,80.15,342.7,82.89,329.7,0.0,1094.0,2119.38,2.2547424050632907
232.0,118.0,90.0,25.0,63.412,60.0,246.6,41.2,290.0,0.0,980.5,1732.08,2.896546202531645
230.9,126.08,60.0,18.814,38.0,51.84,192.1,41.72,213.3,0.0,943.0,1566.49,2.8696398734177238
186.0,94.73,54.21,14.944,54.739,47.58,277.0,75.38,411.1,0.0,940.4,1293.03,1.5913139240506327
156.9,70.89,46.18,15.0,50.0,47.66,236.7,65.49,327.6,0.0,883.1,1379.98,1.202590506329114
121.1,60.96,40.13,14.047,104.502,44.31,160.0,58.82,240.2,0.0,791.9,1296.4,2.151301265822785
115.4,54.95,52.14,9.732,58.0,42.05,125.2,46.56,307.6,0.0,711.0,1166.02,5.1516379746835455
101.6,70.15,52.81,7.167,100.0,38.2,85.48,34.11,250.3,0.0,642.7,1109.83,1.3555525316455697
84.95,50.0,45.0,6.0,43.4,38.2,79.66,23.61,205.0,0.0,525.5,872.143,0.21711139240506327
76.07,47.6,37.69,5.172,40.0,35.43,78.07,10.5,136.0,0.0,476.9,766.481,2.967495569620253
69.18,43.69,34.87,9.56,113.3,37.51,119.3,8.48,126.5,0.0,436.5,597.042,3.022544936708862
3.715,1.321,0.0,0.6,1.4,146.8,91.33,0.0,110.06,0.0,227.4,124.155,0.0
1.577,1.29,0.0,0.6,1.319,130.4,73.97,0.0,120.063,0.0,237.7,0.0,0.0
1.506,1.032,0.0,0.607,1.456,125.0,53.38,0.0,100.023,0.0,270.0,111.524,0.1895120253164557
1.614,1.176,0.0,0.6,1.374,122.5,46.12,0.0,80.021,0.0,207.4,59.8402,0.1954708860759494
1.504,0.845,0.0,0.603,1.153,139.5,3.25,0.0,50.002,0.0,234.0,98.4686,0.03979746835443038
3.05,0.816,0.0,0.6,1.318,120.9,3.119,0.0,90.0,0.0,212.8,38.8267,0.8801601265822785
3.05,0.81,0.0,0.6,1.244,130.1,3.102,0.0,49.0,0.0,224.7,115.942,0.9886107594936709
3.236,0.805,0.0,0.562,1.3,142.0,2.982,0.0,48.0,0.0,253.4,277.564,0.09262911392405064
3.154,0.765,0.0,0.691,0.892,92.58,2.902,0.0,48.0,0.0,201.0,47.0112,0.7156037974683545
1.875,0.568,0.0,0.715,0.779,140.1,2.779,0.0,100.0,0.0,224.5,108.296,0.2554949367088607
1.786,0.542,0.0,0.548,0.912,104.3,2.575,0.0,155.0,0.0,192.9,92.9462,0.0035018987341772154
1.711,0.494,0.0,0.548,0.502,110.8,2.575,0.0,140.0,0.0,213.8,138.202,0.06599430379746836
1.645,0.472,0.0,0.553,0.628,96.46,2.525,0.0,148.0,0.0,186.9,38.8834,2.3036101265822784
1.623,0.5,0.0,0.5,0.773,130.0,2.434,0.0,148.0,0.0,154.6,139.108,8.003987974683549
1.65,0.596,0.0,1.201,0.62,132.0,2.399,0.0,143.0,0.0,198.1,259.411,8.714806329113925
2.032,0.594,0.0,15.84,0.798,73.54,2.385,0.0,193.0,0.0,159.6,110.335,8.997448734177217
2.64,0.612,0.0,8.874,1.259,77.91,2.344,0.0,153.0,0.0,167.7,235.764,1.4853816455696205
2.77,1.204,0.0,5.8,0.699,99.48,2.439,0.0,170.635,0.0,132.8,50.183,1.1947569620253164
5.01,2.738,0.0,3.798,0.7,82.52,2.534,0.0,153.699,0.0,140.4,10.9032,2.1995240506329115
9.16,2.027,0.0,3.171,0.517,118.0,4.534,0.0,155.0,0.0,124.9,261.11,5.772434177215188
8.11,2.75,0.0,2.0,0.612,110.0,3.836,0.0,154.796,0.0,190.0,33.7008,4.74271835443038
6.0,8.32,0.0,5.0,0.7,104.7,4.056,0.0,225.0,0.0,157.0,43.2446,1.918951898734178
5.59,9.781,0.0,1.726,0.9,95.89,3.976,0.0,300.621,0.0,115.61,189.886,8.64961518987342
10.43,8.313,0.0,11.345,0.87,126.1,5.219,0.0,250.093,0.0,135.4,319.336,14.943717721518986
14.25,6.506,0.0,19.101,1.435,121.2,4.669,0.0,300.6,0.0,236.7,311.237,15.397234810126589
14.47,7.0,0.0,7.8,2.305,137.8,4.124,0.0,1000.0,0.0,322.8,1920.92,20.558029746835455
14.08,6.238,0.0,3.0,1.719,155.1,4.828,175.0,501.973,0.0,282.9,2225.5,9.535860126582275
13.0,16.0,0.0,8.0,1.423,350.0,10.22,100.0,600.0,0.0,252.9,2005.68,22.3461664556962
15.75,127.165,0.0,7.585,0.85,180.4,30.25,15.0,565.0,0.0,222.8,1446.78,8.823451265822785
38.94,90.0,15.0,8.01,0.809,113.5,29.69,12.0,400.832,0.0,194.1,1257.86,11.123533544303799
53.19,68.57,160.3,6.0,1.135,100.5,347.3,4.5,320.46,0.0,323.7,60.0101,5.250139240506329
61.77,42.46,77.14,14.145,1.191,248.5,200.0,4.3,160.342,0.0,741.8,1078.68,13.298148734177213
39.39,42.17,32.73,12.0,1.074,409.5,329.1,11.0,130.192,0.0,850.1,1284.51,17.449160759493665
35.91,40.0,39.79,10.5,0.89,350.2,249.7,40.48,260.0,0.0,940.4,1924.91,22.205374050632912
80.0,85.0,99.49,55.0,0.81,304.6,106.4,70.0,400.966,0.0,800.6,2194.49,26.664466455696193
284.5,67.32,155.3,79.329,0.6,402.3,110.4,60.91,350.0,0.0,1176.0,2885.52,14.12500696202531
200.4,59.03,77.02,25.0,0.731,345.9,130.4,35.0,200.03,0.0,1349.0,2587.23,10.276661392405064
145.0,60.0,50.0,14.2,0.562,193.2,185.3,12.24,153.382,0.0,1000.3,2257.02,4.4179999999999975
103.2,50.564,45.0,9.2,0.533,191.4,600.0,10.24,120.507,0.0,676.1,1668.05,9.43868797468354
117.5,65.184,34.45,8.0,0.689,210.7,302.0,20.23,325.914,0.0,621.6,1184.85,24.826255696202537
431.0,203.186,119.9,13.7,0.669,250.6,245.8,145.5,230.235,0.0,710.3,1834.88,15.24448924050632
440.0,135.0,180.0,9.0,0.505,588.9,158.3,80.14,300.76,0.0,1502.3,2479.53,13.74380063291139
274.5,81.2,138.6,9.2,0.5,758.9,107.3,28.75,240.0,0.0,2130.2,2568.11,3.3293594936708857
155.6,77.52,68.29,8.0,0.495,300.2,177.0,53.28,190.513,0.0,1386.0,2713.59,2.8905664556962023
107.2,68.97,36.31,7.0,0.751,225.4,505.4,20.06,150.93,0.0,901.8,2143.09,2.7525341772151894
78.2,79.04,20.0,5.8,0.756,175.0,324.9,10.08,145.118,0.0,661.4,1401.59,2.635198734177216
68.84,62.33,12.26,4.2,0.648,318.1,279.3,7.61,210.094,0.0,608.4,846.995,3.7402139240506322
48.73,54.43,21.95,5.5,0.861,254.4,180.4,27.2,160.0,0.0,517.3,1282.27,16.50278924050633
74.0,54.43,37.0,7.0,0.605,361.3,105.7,60.42,220.05,0.0,525.8,1385.13,15.764879746835444
68.02,145.2,67.47,6.5,0.6,313.6,83.1,30.94,260.0,0.0,670.0,1620.47,7.704201898734178
76.79,95.51,35.85,6.056,1.633,150.0,116.2,12.93,170.397,0.0,497.8,1685.24,1.8668550632911391
110.4,64.25,17.87,4.5,1.635,277.8,179.0,10.75,130.7,0.0,553.0,1289.58,4.70432594936709
92.55,36.929,10.01,5.0,1.553,279.7,182.7,7.77,184.122,0.0,567.5,867.64,5.350206329113922
88.58,30.26,12.45,3.261,1.533,350.0,185.4,8.11,158.26,0.0,641.9,845.777,5.591427215189874
56.44,19.66,11.7,4.0,1.567,414.2,120.8,8.39,170.439,0.0,589.8,931.218,4.753202531645568
55.0,20.42,28.07,2.5,1.322,350.4,104.1,7.06,140.855,0.0,503.6,760.477,5.622713924050633
55.92,49.81,38.06,3.5,1.39,350.4,77.22,34.32,120.0,0.0,500.9,840.991,5.435012658227849
48.34,35.267,18.31,2.834,1.858,300.0,102.6,12.42,141.195,0.0,461.5,834.845,4.113519620253167
65.25,20.58,35.0,6.0,1.5,250.0,80.73,10.12,130.404,0.0,622.4,733.29,2.86561582278481
59.08,24.36,17.74,3.107,1.98,120.0,72.41,7.69,110.0,0.0,430.5,727.031,5.783708860759495
53.32,32.99,21.41,1.835,1.907,90.97,65.95,5.37,100.408,0.0,340.1,662.093,4.811593037974683
45.29,63.27,14.38,1.391,1.86,117.3,71.28,8.11,100.2,0.0,356.2,444.794,4.88172341772152
31.82,45.62,11.38,1.0,1.826,92.05,61.83,32.5,150.572,0.0,372.5,452.072,4.030958860759494
25.65,60.33,13.47,4.0,1.5,119.6,39.6,12.78,190.0,0.0,450.0,578.153,10.754120886075953
85.69,62.74,30.05,10.5,1.279,82.52,38.05,112.9,178.862,0.0,450.0,890.098,16.266728481012667
97.6,60.7,18.0,13.0,2.141,85.7,110.315,79.69,160.6,0.0,500.0,1211.1,8.85856329113924
69.72,87.3,30.5,9.468,6.0,180.5,125.11,89.33,212.783,0.0,817.6,1165.28,12.09541898734177
98.81,62.34,32.22,5.362,8.055,380.5,339.1,107.8,230.0,0.0,850.0,1410.51,19.41547974683545
104.3,55.4,20.62,7.0,7.472,340.7,222.8,72.96,351.911,0.0,1214.0,2160.96,4.302743037974683
210.4,57.45,23.0,21.0,4.521,220.6,207.8,32.67,243.219,0.0,900.0,2433.34,3.449459493670886
184.0,60.5,16.0,12.0,7.0,190.6,238.6,13.13,195.0,0.0,938.8,1920.61,2.702174050632912
113.1,55.1,31.41,8.0,3.353,118.3,220.5,30.67,260.0,0.0,920.0,1522.88,11.609543037974682
99.22,56.45,16.7,6.001,5.5,98.8,229.2,107.4,1000.0,0.0,820.0,1525.09,7.617835443037977
82.97,75.67,14.95,6.781,8.551,400.9,276.0,95.03,650.57,0.0,833.9,2607.9,11.45272848101266
72.69,68.22,24.41,6.463,39.0,180.5,190.9,94.51,650.314,0.0,714.0,2093.7,11.028738607594933
92.95,77.0,19.4,5.0,12.625,140.4,213.6,63.71,600.0,0.0,738.1,2429.86,8.241894936708862
130.0,69.9,25.07,6.5,13.88,290.9,509.7,62.46,700.303,0.0,868.7,2446.11,8.346870886075948
272.5,85.76,19.4,17.0,20.0,160.0,552.7,31.66,450.0,0.0,819.7,2733.84,8.289254430379748
228.0,84.156,27.48,7.773,83.066,155.9,607.8,13.22,350.4,0.0,875.1,2083.16,2.7971499999999994
169.23,72.45,60.26,6.578,45.0,280.3,579.6,45.18,300.456,0.0,1100.0,1744.85,7.635320253164553
141.0,61.66,43.36,6.0,32.927,180.7,669.5,30.9,380.578,0.0,1027.0,1710.1,4.605986708860757
108.83,65.651,24.0,4.18,19.17,150.8,475.1,35.34,380.993,0.0,832.5,2032.95,5.7711189873417705
96.11,78.06,89.86,9.81,26.661,200.6,305.8,21.85,600.212,0.0,742.2,1594.05,6.914116455696207
71.2,69.0,39.76,13.0,52.57,150.2,300.8,16.22,320.583,0.0,920.0,1882.29,1.1005253164556965
89.01,60.55,28.19,8.852,53.0,94.87,510.7,11.1,214.877,0.0,861.3,1531.15,3.049984177215191
82.19,61.06,20.41,5.239,83.101,87.23,253.2,9.38,220.135,0.0,722.8,1263.3,3.733075316455698
72.3,66.96,25.2,4.5,34.24,89.58,598.5,11.26,159.3,0.0,608.2,1043.25,3.58781012658228
62.36,66.13,24.19,6.645,22.96,69.041,326.1,41.02,161.3,0.0,577.1,899.415,7.784553797468355
60.54,125.34,17.51,5.802,15.0,137.8,240.4,95.4,234.158,0.0,700.7,1863.88,9.307999367088605
63.53,87.57,55.18,9.38,10.25,130.27,150.0,110.35,230.4,0.0,664.9,1408.01,5.9436392405063305
79.9,65.0,41.58,10.0,9.569,103.1,178.7,100.23,250.178,0.0,757.0,1539.42,3.7191892405063305
109.06,57.0,22.15,8.995,21.0,137.0,124.7,80.19,200.0,0.0,706.9,1385.98,5.829161392405063
100.34,41.234,19.69,7.812,15.0,187.3,314.2,31.9,729.64,0.0,795.7,1828.96,12.197834177215196
154.9,67.06,52.4,25.23,46.97,246.6,350.2,55.49,363.85,0.0,857.5,3268.18,25.77857848101265
421.27,92.03,48.66,61.03,27.37,350.0,232.2,149.6,659.9,0.0,1740.0,2727.16,4.970717721518986
383.95,98.73,53.06,27.0,44.96,146.4,233.3,50.88,371.0,0.0,2115.0,2809.29,6.035505063291139
311.4,84.86,47.36,15.41,68.33,188.9,253.5,36.85,368.4,0.0,1614.0,2893.31,2.912159493670885
379.0,80.0,43.76,60.0,54.93,167.6,506.7,21.07,251.08,0.0,1200.0,2156.26,6.132629746835443
409.9,63.8,72.95,79.824,60.0,183.4,418.6,39.2,709.75,0.0,1400.0,2156.74,15.213054430379737
412.1,70.71,80.98,39.119,43.0,146.2,304.9,44.64,456.8,0.0,1600.0,3408.14,14.37560949367088
532.2,198.9,125.8,34.597,56.58,147.1,300.1,44.18,405.0,0.0,1653.0,2809.2,14.522744936708863
1004.9,176.799,155.7,76.356,37.87,209.6,241.4,101.9,467.0,0.0,2185.0,3009.85,24.02879620253164
591.7,275.1,316.6,49.568,20.84,513.7,293.4,738.2,10404.0,0.0,3696.0,5464.06,34.567950632911376
526.4,224.738,178.6,132.94,23.03,4163.0,417.5,300.3,7000.0,0.0,3114.0,16660.8,40.849581645569636
1585.0,400.0,240.0,851.98,30.0,2599.0,308.5,250.7,3000.0,0.0,7877.0,11766.0,32.44225443037976
2189.2,218.016,190.0,835.63,43.0,1999.2,312.0,156.7,1676.0,0.0,8684.0,12127.3,15.624020886075948
1614.5,146.8,159.1,306.17,31.16,2150.0,498.6,120.0,943.93,0.0,8789.0,12187.9,8.040746835443038
909.1,106.8,147.2,200.21,87.36,794.7,962.0,64.95,688.76,0.0,5854.0,10391.7,3.3462670886075965
625.8,90.53,113.1,148.121,58.0,474.2,1302.0,41.0,424.6,0.0,3953.0,6592.64,0.7781430379746834
472.4,70.74,79.2,107.47,37.87,448.1,1828.0,30.81,336.66,0.0,2667.0,4689.4,2.8550677215189872
345.0,45.0,68.74,84.91,38.0,369.7,696.3,24.6,412.21,0.0,2047.0,3156.72,1.4678727848101265
266.5,35.0,60.72,70.0,70.0,299.3,583.5,18.29,299.21,0.0,1738.0,244.09,2.492544303797468
198.2,37.4,59.78,51.622,46.0,334.5,394.8,11.97,227.1,0.0,1548.0,1866.0,5.1573841772151905
